symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQH5,-2,0,0.25,167247890012,167247890031,2,21529.50,21532.00,$10.00,01/17/2025 17:48:38,01/17/2025 17:48:45,7sec
MNQH5,-2,0,0.25,167247890067,167247890089,2,21519.00,21522.25,$13.00,01/17/2025 17:54:16,01/17/2025 17:55:14,58sec
MNQH5,-2,0,0.25,167247890135,167247890108,2,21539.50,21542.50,$12.00,01/17/2025 17:57:48,01/17/2025 17:56:12,1min 35sec
MNQH5,-2,0,0.25,167247890183,167247890151,1,21528.25,21548.25,$40.00,01/17/2025 18:02:58,01/17/2025 18:02:44,13sec
MNQH5,-2,0,0.25,167247890183,167247890169,1,21528.25,21548.25,$40.00,01/17/2025 18:02:58,01/17/2025 18:02:45,12sec
MNQH5,-2,0,0.25,167247890241,167247890259,2,21559.75,21579.75,$80.00,01/17/2025 18:05:29,01/17/2025 18:06:00,31sec
MNQH5,-2,0,0.25,167247890297,167247890279,2,21520.50,21506.50,$(56.00),01/17/2025 18:23:52,01/17/2025 18:23:01,50sec
MNQH5,-2,0,0.25,167247890369,167247890316,1,21503.50,21520.75,$34.50,01/17/2025 18:26:11,01/17/2025 18:24:28,1min 42sec
MNQH5,-2,0,0.25,167247890369,167247890334,1,21503.50,21520.75,$34.50,01/17/2025 18:26:11,01/17/2025 18:24:28,1min 42sec
MNQH5,-2,0,0.25,167247890387,167247890409,2,21494.75,21503.50,$35.00,01/17/2025 18:28:06,01/17/2025 18:28:25,19sec
MNQH5,-2,0,0.25,167247890446,167247890428,2,21527.25,21513.25,$(56.00),01/17/2025 18:29:05,01/17/2025 18:28:58,6sec
MNQH5,-2,0,0.25,167247890465,167247890496,2,21527.75,21535.00,$29.00,01/17/2025 18:29:12,01/17/2025 18:30:11,59sec
MNQH5,-2,0,0.25,167247890512,167247890547,2,21523.25,21531.25,$32.00,01/17/2025 18:30:56,01/17/2025 18:31:19,22sec
MNQH5,-2,0,0.25,167247890595,167247890559,2,21566.25,21574.25,$32.00,01/17/2025 18:41:23,01/17/2025 18:41:07,15sec
